str_idx,name,postal_cod,cell_id,total_sim,ama_b2b,ama_b2c,dhl_b2b,dhl_b2c,dpd_b2b,dpd_b2c,fxt_b2b,fxt_b2c,gls_b2b,gls_b2c,her_b2b,her_b2c,ups_b2b,ups_b2c,date,amazon_tag,amazon_typ,dhl_tag,dhl_type,dpd_tag,dpd_type,fedex_tag,fedex_type,gls_tag,gls_type,hermes_tag,hermes_typ,ups_tag,ups_type,total,wl_tag,geometry
0,Aegidienkirchhof,30159,8611.0,16,0,4,0,10,1,1,0,0,0,0,0,0,0,0,2025-05-13,4,0,10,0,1,1,0,0,0,0,0,0,0,0,16,16,POINT (550338.219166151 5802402.715881958)
0,Aegidienkirchhof,30159,8611.0,5,0,1,0,0,0,2,0,0,0,0,0,2,0,0,2025-05-13,1,0,0,0,2,0,0,0,0,0,2,0,0,0,5,5,POINT (550306.5324591172 5802386.120738771)
1,Alexanderstraße,30159,9179.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2025-05-13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,POINT (550689.7951560242 5802846.469849583)
1,Alexanderstraße,30159,9181.0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2025-05-13,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,POINT (550728.0405526278 5802877.9287071)
1,Alexanderstraße,30159,9181.0,4,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2025-05-13,0,0,0,0,0,3,0,0,0,0,1,0,0,0,4,4,POINT (550755.2783881983 5802904.948309565)
2,Am Hohen Ufer,30159,8613.0,5,0,2,0,1,0,1,0,0,0,0,0,1,0,0,2025-05-13,2,0,1,0,1,0,0,0,0,0,1,0,0,0,5,5,POINT (549683.5359903789 5802847.280743948)
2,Am Hohen Ufer,30159,8613.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2025-05-13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,POINT (549706.3025088131 5802802.764638344)
2,Am Hohen Ufer,30159,8613.0,7,0,3,0,2,0,1,0,0,0,0,0,1,0,0,2025-05-13,3,0,2,0,1,0,0,0,0,0,1,0,0,0,7,7,POINT (549728.8182687805 5802758.121155582)
2,Am Hohen Ufer,30159,8613.0,10,0,6,0,0,0,3,0,0,0,0,0,1,0,0,2025-05-13,6,0,0,0,3,0,0,0,0,0,1,0,0,0,10,10,POINT (549750.8794801424 5802713.251791925)
2,Am Hohen Ufer,30159,8613.0,5,0,0,0,3,0,0,0,0,0,0,0,2,0,0,2025-05-13,0,0,3,0,0,0,0,0,0,0,2,0,0,0,5,5,POINT (549768.938037901 5802667.732773113)
2,Am Hohen Ufer,30159,8607.0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2025-05-13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,POINT (549842.7209477234 5802424.4877385935)
3,Am Klagesmarkt,30159,8622.0,4,0,1,0,0,0,1,0,0,0,0,1,1,0,0,2025-05-13,1,0,0,0,1,0,0,0,0,0,1,1,0,0,4,4,POINT (549461.3843032152 5803621.701787133)
3,Am Klagesmarkt,30159,8622.0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2025-05-13,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,POINT (549495.901152927 5803585.562962596)
3,Am Klagesmarkt,30159,8622.0,13,0,4,0,6,1,0,0,0,0,0,0,2,0,0,2025-05-13,4,0,6,0,0,1,0,0,0,0,2,0,0,0,13,13,POINT (549530.745913033 5803549.704773893)
3,Am Klagesmarkt,30159,8622.0,9,0,3,0,1,0,1,0,0,0,0,1,3,0,0,2025-05-13,3,0,1,0,1,0,0,0,0,0,3,1,0,0,9,9,POINT (549566.1166365213 5803514.368446145)
3,Am Klagesmarkt,30159,8623.0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2025-05-13,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,4,POINT (549600.6622639248 5803478.242359801)
3,Am Klagesmarkt,30159,8623.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,POINT (549634.0905473513 5803441.070428632)
3,Am Klagesmarkt,30159,8623.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025-05-13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,POINT (549666.4831518538 5803402.9821210615)
3,Am Klagesmarkt,30159,8623.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (549687.8038001364 5803376.653682365)
3,Am Klagesmarkt,30159,8628.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,POINT (549510.0522101753 5803656.824526014)
3,Am Klagesmarkt,30159,8622.0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2025-05-13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,POINT (549545.6329942001 5803621.6960787345)
3,Am Klagesmarkt,30159,8622.0,14,0,5,0,2,1,2,0,0,0,0,2,2,0,0,2025-05-13,5,0,2,0,2,1,0,0,0,0,2,2,0,0,14,14,POINT (549581.2137782249 5803586.567631457)
3,Am Klagesmarkt,30159,8623.0,5,0,2,0,0,0,1,0,0,0,0,0,2,0,0,2025-05-13,2,0,0,0,1,0,0,0,0,0,2,0,0,0,5,5,POINT (549616.8286378979 5803551.473740496)
3,Am Klagesmarkt,30159,8623.0,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0,2025-05-13,1,0,2,0,1,0,0,0,0,0,0,0,0,0,4,4,POINT (549652.4519997909 5803516.388471685)
3,Am Klagesmarkt,30159,8623.0,4,0,1,0,1,0,2,0,0,0,0,0,0,0,0,2025-05-13,1,0,1,0,2,0,0,0,0,0,0,0,0,0,4,4,POINT (549688.075361684 5803481.303202877)
3,Am Klagesmarkt,30159,8623.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,POINT (549723.698723577 5803446.217934066)
3,Am Klagesmarkt,30159,8623.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (549751.9070468018 5803418.435699308)
4,Am Markte,30159,8616.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2025-05-13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,POINT (550013.4850463973 5802636.715133358)
4,Am Markte,30159,8610.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2025-05-13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,POINT (550052.0153327254 5802605.158765167)
4,Am Markte,30159,8610.0,8,0,3,0,4,0,0,0,0,0,0,0,1,0,0,2025-05-13,3,0,4,0,0,0,0,0,0,0,1,0,0,0,8,8,POINT (550088.3670030312 5802598.88794107)
5,Am Marstall,30159,8613.0,6,0,4,0,0,0,0,0,0,0,0,0,2,0,0,2025-05-13,4,0,0,0,0,0,0,0,0,0,2,0,0,0,6,6,POINT (549713.765687503 5802866.422500173)
5,Am Marstall,30159,8613.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (549686.6053346798 5802852.952277288)
5,Am Marstall,30159,8613.0,7,0,3,0,0,0,0,0,0,0,0,0,4,0,0,2025-05-13,3,0,0,0,0,0,0,0,0,0,4,0,0,0,7,7,POINT (549733.7987143107 5802826.54987675)
5,Am Marstall,30159,8613.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,POINT (549710.0719136207 5802807.323229399)
5,Am Marstall,30159,8615.0,5,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2025-05-13,4,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,POINT (549759.0394138308 5802887.373268602)
5,Am Marstall,30159,8615.0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2025-05-13,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,POINT (549803.848455348 5802909.549212698)
5,Am Marstall,30159,8618.0,4,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2025-05-13,2,0,0,0,0,1,1,0,0,0,0,0,0,0,4,4,POINT (549849.2567060839 5802930.471776766)
5,Am Marstall,30159,8618.0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2025-05-13,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,POINT (549894.9800514424 5802950.704811368)
5,Am Marstall,30159,8618.0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2025-05-13,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,POINT (549940.7082605594 5802970.926849727)
5,Am Marstall,30159,8618.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025-05-13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,POINT (549968.8348895091 5802963.657087989)
5,Am Marstall,30159,8613.0,9,0,4,0,0,0,4,0,0,0,0,0,1,0,0,2025-05-13,4,0,0,0,4,0,0,0,0,0,1,0,0,0,9,9,POINT (549747.1796585233 5802853.648737288)
5,Am Marstall,30159,8615.0,4,0,2,0,0,0,1,0,0,0,0,0,1,0,0,2025-05-13,2,0,0,0,1,0,0,0,0,0,1,0,0,0,4,4,POINT (549790.9286668142 5802876.371249577)
5,Am Marstall,30159,8615.0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2025-05-13,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,3,POINT (549836.3833163116 5802897.072128129)
5,Am Marstall,30159,8618.0,14,0,4,0,4,0,4,0,0,0,0,0,2,0,0,2025-05-13,4,0,4,0,4,0,0,0,0,0,2,0,0,0,14,14,POINT (549883.4405371934 5802913.956423558)
5,Am Marstall,30159,8618.0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2025-05-13,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,POINT (549931.9286836169 5802925.883811962)
5,Am Marstall,30159,8618.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2025-05-13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,POINT (549971.7158679498 5802929.496633996)
6,Am Taubenfelde,30159,8620.0,9,0,3,0,1,2,1,0,0,0,0,0,2,0,0,2025-05-13,3,0,1,0,1,2,0,0,0,0,2,0,0,0,9,9,POINT (549586.777623341 5803348.322177341)
6,Am Taubenfelde,30159,8622.0,8,0,6,0,0,2,0,0,0,0,0,0,0,0,0,2025-05-13,6,0,0,0,0,2,0,0,0,0,0,0,0,0,8,8,POINT (549558.0662714639 5803389.2569825)
6,Am Taubenfelde,30159,8622.0,4,0,2,0,0,0,1,0,0,0,0,0,1,0,0,2025-05-13,2,0,0,0,1,0,0,0,0,0,1,0,0,0,4,4,POINT (549529.8546756703 5803430.537034802)
6,Am Taubenfelde,30159,8622.0,11,0,3,0,0,0,4,0,0,0,0,1,3,0,0,2025-05-13,3,0,0,0,4,0,0,0,0,0,3,1,0,0,11,11,POINT (549501.728611201 5803471.876174821)
6,Am Taubenfelde,30159,8622.0,7,0,5,0,0,0,2,0,0,0,0,0,0,0,0,2025-05-13,5,0,0,0,2,0,0,0,0,0,0,0,0,0,7,7,POINT (549470.7330468522 5803510.005825569)
6,Am Taubenfelde,30159,8622.0,4,0,2,0,0,0,1,0,0,0,0,0,1,0,0,2025-05-13,2,0,0,0,1,0,0,0,0,0,1,0,0,0,4,4,POINT (549426.5154259774 5803533.346819639)
6,Am Taubenfelde,30159,8622.0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2025-05-13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,POINT (549390.2929782895 5803564.597874633)
6,Am Taubenfelde,30159,8622.0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2025-05-13,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,POINT (549377.8318498203 5803587.635570675)
7,Andreaestraße,30159,8619.0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2025-05-13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,POINT (550211.7892913002 5803011.301328432)
7,Andreaestraße,30159,8619.0,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2025-05-13,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4,4,POINT (550193.1018178995 5803057.677813183)
7,Andreaestraße,30159,8619.0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2025-05-13,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,POINT (550179.8027189214 5803100.991131901)
7,Andreaestraße,30159,8625.0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2025-05-13,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,POINT (550169.1922451031 5803147.809710039)
7,Andreaestraße,30159,8625.0,5,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2025-05-13,4,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,POINT (550159.2244111189 5803188.078137554)
8,Arnswaldtstraße,30159,9173.0,4,0,1,0,0,0,2,0,0,0,0,0,1,0,0,2025-05-13,1,0,0,0,2,0,0,0,0,0,1,0,0,0,4,4,POINT (550676.0672971286 5802413.186461032)
8,Arnswaldtstraße,30159,9173.0,17,0,5,0,1,0,6,0,0,0,0,0,5,0,0,2025-05-13,5,0,1,0,6,0,0,0,0,0,5,0,0,0,17,17,POINT (550723.8838425216 5802427.692156318)
8,Arnswaldtstraße,30159,9173.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2025-05-13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,POINT (550771.585626286 5802442.676809323)
8,Arnswaldtstraße,30159,9173.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,POINT (550819.2874100504 5802457.661462328)
8,Arnswaldtstraße,30159,9176.0,6,0,4,0,0,0,1,0,0,0,0,0,1,0,0,2025-05-13,4,0,0,0,1,0,0,0,0,0,1,0,0,0,6,6,POINT (550910.743669136 5802497.095979897)
8,Arnswaldtstraße,30159,9176.0,5,0,1,0,0,0,1,0,0,0,0,0,3,0,0,2025-05-13,1,0,0,0,1,0,0,0,0,0,3,0,0,0,5,5,POINT (550957.9464277247 5802510.5740132155)
8,Arnswaldtstraße,30159,9176.0,7,0,5,0,0,0,1,0,0,0,0,0,1,0,0,2025-05-13,5,0,0,0,1,0,0,0,0,0,1,0,0,0,7,7,POINT (551007.927048542 5802511.958447298)
8,Arnswaldtstraße,30159,9176.0,9,0,2,0,0,0,3,0,0,0,0,0,4,0,0,2025-05-13,2,0,0,0,3,0,0,0,0,0,4,0,0,0,9,9,POINT (551057.3346101899 5802512.208254875)
9,Bahnhofstraße,30159,8619.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (550291.9540240765 5802948.585044918)
9,Bahnhofstraße,30159,8619.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2025-05-13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,POINT (550317.0831103903 5802991.183624403)
9,Bahnhofstraße,30159,9180.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,POINT (550347.0499810908 5803031.208440698)
9,Bahnhofstraße,30159,9180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (550372.5576134238 5803064.625041759)
9,Bahnhofstraße,30159,9180.0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2025-05-13,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,POINT (550354.3819714265 5803067.122020088)
9,Bahnhofstraße,30159,8619.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025-05-13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,POINT (550324.3317315241 5803027.159754113)
9,Bahnhofstraße,30159,8619.0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2025-05-13,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,POINT (550294.228248684 5802987.2375759)
9,Bahnhofstraße,30159,8619.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (550278.5581274664 5802966.467167575)
10,Ballhofstraße,30159,8616.0,5,0,1,0,2,0,2,0,0,0,0,0,0,0,0,2025-05-13,1,0,2,0,2,0,0,0,0,0,0,0,0,0,5,5,POINT (549910.8810866753 5802768.245334955)
10,Ballhofstraße,30159,8616.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (549887.5898611746 5802748.707981472)
11,Baringstraße,30159,9172.0,6,0,0,0,2,0,3,0,0,0,0,0,1,0,0,2025-05-13,0,0,2,0,3,0,0,0,0,0,1,0,0,0,6,6,POINT (550351.4877817893 5802516.303429976)
11,Baringstraße,30159,9172.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (550397.7353936704 5802535.113481524)
11,Baringstraße,30159,9172.0,8,0,4,0,1,0,2,0,0,0,0,0,1,0,0,2025-05-13,4,0,1,0,2,0,0,0,0,0,1,0,0,0,8,8,POINT (550442.1789934234 5802557.902569825)
12,Bergmannstraße,30159,8614.0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2025-05-13,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,POINT (549564.9209132637 5803122.745784542)
12,Bergmannstraße,30159,8620.0,13,0,1,0,4,1,6,0,0,0,0,0,1,0,0,2025-05-13,1,0,4,0,6,1,0,0,0,0,1,0,0,0,13,13,POINT (549577.373521693 5803165.592471208)
13,Bertastraße,30159,9179.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,POINT (550812.5097792421 5802686.885403483)
13,Bertastraße,30159,9179.0,13,0,7,0,0,0,3,0,0,0,0,0,3,0,0,2025-05-13,7,0,0,0,3,0,0,0,0,0,3,0,0,0,13,13,POINT (550837.090495723 5802648.160699759)
13,Bertastraße,30159,9176.0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2025-05-13,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,POINT (550875.2745472125 5802618.56084664)
14,Blumenstraße,30159,9182.0,10,0,2,0,2,1,0,4,0,0,0,0,1,0,0,2025-05-13,2,0,2,0,0,1,0,4,0,0,1,0,0,0,10,10,POINT (550965.3762734712 5802750.955324998)
14,Blumenstraße,30159,9182.0,6,0,3,0,0,0,1,0,0,0,0,1,1,0,0,2025-05-13,3,0,0,0,1,0,0,0,0,0,1,1,0,0,6,6,POINT (550968.320040341 5802800.868592138)
14,Blumenstraße,30159,9182.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,POINT (550971.0844401256 5802833.50802206)
15,Bohlendamm,30159,8610.0,7,0,1,0,0,2,4,0,0,0,0,0,0,0,0,2025-05-13,1,0,0,0,4,2,0,0,0,0,0,0,0,0,7,7,POINT (550044.3819231235 5802549.716812819)
15,Bohlendamm,30159,8610.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (550067.7082748419 5802576.7015105095)
16,Breite Straße,30159,8609.0,6,0,2,0,1,1,0,0,0,0,0,0,2,0,0,2025-05-13,2,0,1,0,0,1,0,0,0,0,2,0,0,0,6,6,POINT (550324.3304335767 5802366.9815122)
16,Breite Straße,30159,9170.0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2025-05-13,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3,POINT (550373.4084654929 5802357.423961099)
16,Breite Straße,30159,9170.0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2025-05-13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,POINT (550422.8022903533 5802349.7055285545)
16,Breite Straße,30159,9170.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,POINT (550472.3345469045 5802343.080460354)
16,Breite Straße,30159,9170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (550522.1680012328 5802339.002859378)
16,Breite Straße,30159,9171.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (550600.8449518916 5802330.972444778)
17,Brüderstraße,30159,8626.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025-05-13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,POINT (550074.0132814484 5803427.6050903825)
17,Brüderstraße,30159,8626.0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2025-05-13,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,3,POINT (550025.6103623674 5803415.069061163)
17,Brüderstraße,30159,8626.0,4,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2025-05-13,1,0,0,0,1,1,0,0,0,0,1,0,0,0,4,4,POINT (549977.2571743074 5803402.342348923)
17,Brüderstraße,30159,8626.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,POINT (549928.8695196133 5803389.749761334)
17,Brüderstraße,30159,8626.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (549885.6070425658 5803378.897703451)
18,Bultstraße,30159,9701.0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2025-05-13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,POINT (551813.0004547789 5802568.462462697)
18,Bultstraße,30159,9701.0,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2025-05-13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,POINT (551776.7412682287 5802602.8902333295)
18,Bultstraße,30159,9707.0,9,0,3,0,2,0,2,0,0,0,0,0,2,0,0,2025-05-13,3,0,2,0,2,0,0,0,0,0,2,0,0,0,9,9,POINT (551740.4820816787 5802637.318003962)
18,Bultstraße,30159,9707.0,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2025-05-13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,POINT (551705.3286464529 5802672.863856496)
18,Bultstraße,30159,9707.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025-05-13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,POINT (551627.9980634305 5802776.7123982385)
19,Burgstraße,30159,8616.0,6,0,4,0,0,0,1,0,0,0,0,0,1,0,0,2025-05-13,4,0,0,0,1,0,0,0,0,0,1,0,0,0,6,6,POINT (549869.666842436 5802644.393736693)
19,Burgstraße,30159,8616.0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2025-05-13,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3,POINT (549846.5674655819 5802688.2145657)
19,Burgstraße,30159,8613.0,14,0,5,0,4,0,2,0,0,0,0,0,3,0,0,2025-05-13,5,0,4,0,2,0,0,0,0,0,3,0,0,0,14,14,POINT (549818.4164304557 5802729.5193159)
19,Burgstraße,30159,8613.0,10,0,4,0,0,0,5,0,0,0,0,0,1,0,0,2025-05-13,4,0,0,0,5,0,0,0,0,0,1,0,0,0,10,10,POINT (549794.7124348674 5802773.496959508)
19,Burgstraße,30159,8613.0,5,0,1,0,0,0,1,0,0,0,0,0,3,0,0,2025-05-13,1,0,0,0,1,0,0,0,0,0,3,0,0,0,5,5,POINT (549769.4480490844 5802816.592193291)
19,Burgstraße,30159,8613.0,6,0,4,0,0,0,0,0,0,0,0,0,2,0,0,2025-05-13,4,0,0,0,0,0,0,0,0,0,2,0,0,0,6,6,POINT (549751.6140820053 5802845.259732276)
20,Dieterichsstraße,30159,9177.0,5,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2025-05-13,4,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,POINT (551097.2915222566 5802438.764051438)
20,Dieterichsstraße,30159,9176.0,10,0,0,0,4,0,2,0,0,0,0,0,4,0,0,2025-05-13,0,0,4,0,2,0,0,0,0,0,4,0,0,0,10,10,POINT (551083.7235538322 5802486.828612855)
20,Dieterichsstraße,30159,9176.0,9,0,4,0,2,0,2,0,0,0,0,0,1,0,0,2025-05-13,4,0,2,0,2,0,0,0,0,0,1,0,0,0,9,9,POINT (551082.317889295 5802536.717615452)
20,Dieterichsstraße,30159,9176.0,4,0,2,0,0,0,1,0,0,0,0,0,1,0,0,2025-05-13,2,0,0,0,1,0,0,0,0,0,1,0,0,0,4,4,POINT (551079.5410810233 5802586.563841362)
20,Dieterichsstraße,30159,9182.0,11,1,4,0,2,1,2,0,0,0,0,0,1,0,0,2025-05-13,4,1,2,0,2,1,0,0,0,0,1,0,0,0,11,11,POINT (551074.32190277 5802636.290589035)
20,Dieterichsstraße,30159,9182.0,7,2,1,0,0,2,2,0,0,0,0,0,0,0,0,2025-05-13,1,2,0,0,2,2,0,0,0,0,0,0,0,0,7,7,POINT (551063.8405912159 5802685.083182007)
20,Dieterichsstraße,30159,9182.0,14,0,4,0,2,2,1,0,0,0,0,2,3,0,0,2025-05-13,4,0,2,0,1,2,0,0,0,0,3,2,0,0,14,14,POINT (551048.124990039 5802732.536331233)
20,Dieterichsstraße,30159,9182.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,POINT (551038.5208108814 5802763.788507748)
21,Ebhardtstraße,30159,8609.0,5,0,1,0,0,1,2,0,0,0,0,0,1,0,0,2025-05-13,1,0,0,0,2,1,0,0,0,0,1,0,0,0,5,5,POINT (550325.3522386355 5802272.51870174)
21,Ebhardtstraße,30159,8609.0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2025-05-13,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,POINT (550309.5819769274 5802319.966555702)
21,Ebhardtstraße,30159,8609.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (550297.6501430806 5802357.589678433)
22,Ernst-August-Platz,30159,8625.0,13,0,4,0,0,3,2,0,0,0,0,0,0,3,1,2025-05-13,4,0,0,0,2,3,0,0,0,0,0,0,1,3,13,13,POINT (550334.5468830512 5803177.129781736)
22,Ernst-August-Platz,30159,8625.0,12,0,5,0,2,4,1,0,0,0,0,0,0,0,0,2025-05-13,5,0,2,0,1,4,0,0,0,0,0,0,0,0,12,12,POINT (550336.9402226786 5803147.851629976)
22,Ernst-August-Platz,30159,9186.0,6,0,2,0,0,3,0,0,0,0,0,0,1,0,0,2025-05-13,2,0,0,0,0,3,0,0,0,0,1,0,0,0,6,6,POINT (550344.0447004092 5803182.081638132)
